Date,Region,Channel,Product category,Traffic source,Net Sales,Sq Footage,Total Transactions,Units Sold,Total Visitors,Number of Sales,Store Entrances,Website Sessions,Total Gross Profit,Avg Inventory Cost,COGS,Avg Inventory Value,Beginning Inventory,Recorded Value,Actual Value,Retail Sales,Start Customers,End Customers,New Customers,Customers Lost,Sales Marketing Expenses,Avg Purchase Value,Avg Purchase Frequency,Avg Customer Lifespan Years,Revenue From Ads,Cost Of Ads,Total Revenue,Total Expenses,Cash,Marketable Securities,Accounts Receivable,Current Liabilities,Current Assets
2025-04-19,Central,In-Store,Beauty,Email,101657.06,5429,2065,3763,38283,2065,22700,6934,26209.11,71013.37,75447.95,62127.07,8481,102513.82,100944.57,101657.06,5864,5962,291,193,11852.37,49.23,8.0,4.9,5163.49,1251.01,101657.06,70477.26,49895.68,18345.19,3285.9,69776.31,90164.89
2025-04-22,East,In-Store,Sports,Paid Search,60773.6,4599,1286,1758,20178,1286,19557,7760,22333.11,54522.52,38440.49,60434.11,2183,61871.88,61481.04,60773.6,7008,6804,133,337,9134.93,47.26,7.59,1.56,14932.75,6090.07,60773.6,57360.12,14233.81,17706.41,4040.7,51955.88,54111.15
2025-04-24,East,In-Store,Apparel,Email,160724.18,2893,739,1948,13990,739,13134,1789,68823.57,113603.44,91900.61,109011.53,2416,165268.38,154228.42,160724.18,5556,5619,100,37,2866.98,217.49,2.84,1.76,25139.64,5728.98,160724.18,137498.07,19589.56,5630.46,7463.61,11077.4,65387.09
2025-04-30,East,In-Store,Sports,Paid Search,61513.17,2037,2155,4196,32245,2155,23041,8725,18584.43,51522.83,42928.74,41236.55,5349,61574.2,56897.32,61513.17,4952,5221,380,111,5198.7,28.54,6.85,3.02,10507.4,5265.57,61513.17,37565.92,25485.67,11880.87,6084.42,61969.81,55821.93
2025-05-03,East,In-Store,Electronics,Direct,162746.17,3468,1735,4315,28514,1735,23745,8457,89386.83,86208.78,73359.34,83252.03,7356,162918.61,159113.73,162746.17,6686,7016,437,107,6132.76,93.8,6.14,3.75,17992.54,5287.35,162746.17,151229.24,24717.34,6003.9,5909.69,48772.11,61606.54
2025-05-04,Central,In-Store,Home,Organic Search,30006.39,5356,1139,2987,21273,1139,20157,8170,15599.64,21821.17,14406.75,14086.96,4451,30790.85,29363.32,30006.39,4714,4781,210,143,9405.2,26.34,4.51,1.47,3644.25,902.58,30006.39,24098.42,39136.01,9444.39,6474.51,15428.59,59281.0
2025-05-23,Central,In-Store,Home,Email,56421.0,2208,1872,3558,27002,1872,11300,3966,17826.76,43634.7,38594.24,55475.99,8198,56920.29,55253.87,56421.0,4441,4424,366,383,10247.2,30.14,7.72,1.04,14583.95,7060.75,56421.0,34677.51,36499.52,7881.63,14593.09,13277.87,75617.04
2025-05-27,East,In-Store,Beauty,Direct,23575.29,5681,1570,3382,26271,1570,23874,8983,10236.65,11385.02,13338.64,16157.22,6020,23701.99,23604.74,23575.29,7401,7783,466,84,11434.92,15.02,4.64,2.44,7388.15,2141.14,23575.29,14663.86,25318.94,856.17,6755.8,64279.02,37778.08
2025-05-29,Central,In-Store,Sports,Paid Search,36484.2,5103,395,861,10719,395,5253,1577,15710.32,29496.66,20773.88,27606.15,1497,36845.64,34232.07,36484.2,7531,7541,265,255,4344.5,92.37,2.55,4.33,1117.87,668.35,36484.2,29213.64,13862.1,12590.81,2901.39,43480.7,37636.14
2025-06-05,East,In-Store,Sports,Paid Search,167910.78,5225,99,163,2228,99,1033,271,56800.11,146671.36,111110.67,160260.9,398,172324.04,169748.1,167910.78,6709,6492,148,365,7477.38,1696.07,3.95,2.93,6645.06,2324.55,167910.78,146327.46,42487.71,17930.48,21826.54,37882.15,130323.0
2025-06-06,East,In-Store,Beauty,Paid Search,145627.76,3383,1769,5495,34692,1769,14079,12130,47252.9,65023.48,98374.86,131719.84,12459,145959.92,145158.85,145627.76,5903,5892,180,191,4450.64,82.32,5.23,1.73,31828.23,6096.17,145627.76,97069.44,45541.17,4697.23,7567.3,24455.13,97321.65
2025-06-24,East,In-Store,Sports,Social,134293.74,3281,1409,3896,46388,1409,41536,14235,56788.76,114663.73,77504.98,98910.69,6196,137237.95,132585.95,134293.74,2642,3023,419,38,13945.27,95.31,3.67,4.52,19616.7,3757.28,134293.74,86241.99,47371.45,14953.57,21538.0,65576.5,113536.23
2025-06-26,Central,In-Store,Beauty,Social,104520.83,3106,1088,1750,30242,1088,19900,9236,44191.98,47689.19,60328.85,68223.82,2930,105118.13,99605.94,104520.83,7369,7235,32,166,3784.95,96.07,3.77,4.29,26036.46,6520.97,104520.83,78825.66,55831.73,4669.79,17763.26,17671.46,98731.93
2025-06-28,East,In-Store,Beauty,Organic Search,74846.97,2045,1191,2968,15928,1191,9813,2108,25279.46,62998.78,49567.51,54981.2,7342,75988.85,74224.02,74846.97,4584,4537,268,315,8676.07,62.84,2.71,3.0,20482.73,3934.9,74846.97,45471.1,18606.57,10588.31,9672.1,32390.79,55361.34
2025-07-25,Central,In-Store,Beauty,Direct,162112.28,3013,834,1361,17368,834,16702,5065,85402.15,87247.5,76710.13,87571.27,3231,165856.49,156879.06,162112.28,3326,3698,419,47,5243.38,194.38,1.91,2.55,20186.86,7969.69,162112.28,143385.12,14786.12,1387.97,24526.71,20441.49,66972.18
2025-08-09,East,In-Store,Beauty,Email,140396.95,3860,273,385,7365,273,7171,2103,41871.56,93737.19,98525.39,93187.72,549,143379.45,142286.45,140396.95,8508,8514,98,92,4711.72,514.27,1.77,2.27,3681.68,1448.55,140396.95,93304.14,35936.8,693.78,9289.71,29318.51,73876.61
2025-08-24,Central,In-Store,Home,Social,81641.49,2297,1543,3032,65976,1543,36058,11241,28054.45,36123.98,53587.04,72363.56,7063,81921.86,76480.8,81641.49,6410,6567,186,29,7722.28,52.91,7.11,3.27,18634.08,7260.57,81641.49,68871.57,37339.41,19715.3,10687.96,32198.65,89451.74
2025-08-25,Central,In-Store,Beauty,Organic Search,65786.4,3186,2139,5997,35624,2139,17811,6763,35579.15,32951.05,30207.25,39521.82,14790,65935.05,65145.59,65786.4,3753,3775,167,145,2141.67,30.76,7.98,2.61,9811.21,2194.14,65786.4,41589.19,51430.28,1894.67,9747.28,12170.73,74928.78
2025-09-02,East,In-Store,Apparel,Social,39284.95,4511,1625,5011,22241,1625,11892,8550,20700.56,28424.76,18584.39,24183.9,11920,40433.01,37839.69,39284.95,7744,8104,456,96,2172.07,24.18,5.52,3.4,8634.75,1619.38,39284.95,25910.11,36198.36,282.3,14094.27,55948.28,57830.1
2025-09-05,Central,In-Store,Sports,Paid Search,37217.04,3632,2098,6406,28868,2098,13832,5634,15226.5,17525.42,21990.54,19647.97,8054,37359.81,36976.29,37217.04,8838,8609,163,392,6367.99,17.74,4.3,4.61,11921.19,2474.12,37217.04,34401.6,33433.5,8715.51,5794.63,53685.89,53838.03
2025-09-07,Central,In-Store,Sports,Organic Search,139897.79,5809,819,1617,33278,819,28650,10085,72216.68,57775.14,67681.11,91034.47,3371,141552.09,136913.01,139897.79,2868,3141,448,175,3575.97,170.82,2.03,4.32,18061.94,5446.54,139897.79,130709.38,37681.23,116.11,24304.72,48682.71,89412.4
2025-10-04,East,In-Store,Apparel,Social,172914.06,3452,302,853,5900,302,3198,719,74351.21,107079.58,98562.85,86393.95,1518,173561.59,173207.88,172914.06,2273,2316,213,170,13516.13,572.56,6.01,4.13,4544.81,965.02,172914.06,107064.25,38590.63,8636.78,4342.03,11458.98,77487.62
2025-10-07,Central,In-Store,Beauty,Email,175959.85,3100,904,2485,22324,904,17875,6885,95823.68,123150.98,80136.17,85338.32,4850,181043.67,175483.5,175959.85,5429,5524,188,93,2915.45,194.65,7.19,4.64,21856.12,4219.48,175959.85,144914.98,43127.13,9330.74,6902.19,37806.26,84961.56
2025-10-13,Central,In-Store,Sports,Email,140453.09,1569,1234,3488,18421,1234,11831,4084,59550.16,102201.29,80902.93,95271.55,6510,143660.31,133883.15,140453.09,5256,5266,136,126,11265.03,113.82,2.86,1.93,18190.65,4902.53,140453.09,107314.37,49791.87,6813.19,3975.14,60439.7,89161.67
2025-10-20,Central,In-Store,Beauty,Organic Search,118254.1,5783,501,962,13013,501,5614,1319,56965.71,92658.84,61288.39,94571.44,1622,119100.35,110443.05,118254.1,5454,5471,34,17,6051.07,236.04,2.75,3.68,10834.08,2154.26,118254.1,103936.3,50674.79,3357.66,5842.09,33772.16,88245.97
2025-10-22,Central,In-Store,Home,Organic Search,176803.53,4157,1671,4216,21329,1671,17409,4257,77900.7,148865.66,98902.83,104280.53,9726,179360.8,169820.32,176803.53,6985,7162,486,309,7560.31,105.81,4.82,3.97,18464.47,4275.65,176803.53,106904.62,6166.74,15178.82,4853.29,22656.57,57483.01
2025-10-29,East,In-Store,Electronics,Social,24661.75,1512,1791,3944,30216,1791,25376,4568,8937.31,18546.22,15724.44,15070.56,5665,25363.49,24248.84,24661.75,8671,8694,128,105,4212.7,13.77,6.37,4.24,10533.0,1939.14,24661.75,22320.5,29240.17,18259.43,4511.5,47458.89,56532.27
2025-11-01,East,In-Store,Home,Organic Search,124603.86,4166,1036,2459,23540,1036,18068,2928,47146.97,107874.76,77456.89,119645.77,6105,127807.8,126838.53,124603.86,8015,8072,217,160,9696.85,120.27,6.13,4.48,32809.06,7071.76,124603.86,106017.07,6746.02,9958.5,4003.07,59605.95,56601.32
2025-11-03,East,In-Store,Sports,Direct,118765.68,2029,1624,4890,25147,1624,20998,7447,57663.66,104884.82,61102.02,70241.04,7351,119688.82,112899.85,118765.68,2912,2793,65,184,11497.85,73.13,7.59,3.98,4072.58,1370.8,118765.68,106730.63,57473.77,11538.34,2038.61,11836.87,92123.03
2025-11-04,Central,In-Store,Beauty,Social,140660.32,4118,597,1308,10642,597,5675,2326,57880.02,88658.39,82780.3,75806.94,3172,144193.21,138423.55,140660.32,5733,5511,95,317,5325.8,235.61,6.36,4.4,10983.73,6708.13,140660.32,100157.01,32630.79,13772.0,8289.41,60555.49,77434.28
2025-11-07,Central,In-Store,Electronics,Social,124864.59,4998,769,2341,29849,769,29386,4593,33181.72,111146.76,91682.87,121028.56,4615,128497.13,124662.49,124864.59,5309,5427,145,27,3103.83,162.37,4.08,2.21,10886.6,4971.17,124864.59,107485.95,47671.74,19823.28,17426.93,13555.89,121230.52
2025-11-16,East,In-Store,Beauty,Social,37323.24,4605,543,982,8939,543,8036,3175,18935.64,20342.37,18387.6,21816.88,1516,37325.74,36224.41,37323.24,5224,5189,131,166,14042.97,68.74,7.73,3.06,37743.24,7200.63,37323.24,34052.71,51659.35,1149.93,2135.5,36541.94,61489.84
2025-11-22,East,In-Store,Home,Paid Search,23003.76,4646,515,707,7977,515,3766,2201,12045.99,16727.82,10957.77,10435.6,1496,23642.46,21892.69,23003.76,6477,6628,336,185,5569.93,44.67,4.58,4.04,9519.66,4501.68,23003.76,14831.47,28001.69,14232.06,22506.49,55080.02,67870.92
2025-12-05,Central,In-Store,Apparel,Paid Search,138121.69,1589,1346,2011,41926,1346,40145,7215,38054.16,94621.84,100067.53,83646.41,4992,140126.42,129454.94,138121.69,2763,2927,178,14,14737.31,102.62,6.39,4.83,11725.5,4251.62,138121.69,101757.63,24571.05,2590.34,17517.79,28541.73,69773.1
2025-12-06,Central,In-Store,Sports,Paid Search,108994.19,1694,1645,3457,22806,1645,9634,3383,49560.99,47889.48,59433.2,77308.46,8430,109751.38,102864.68,108994.19,7582,7854,354,82,11879.15,66.26,2.55,4.85,19303.01,4372.26,108994.19,90245.91,56162.5,6828.31,20063.09,29019.28,106246.44
2025-12-16,Central,In-Store,Beauty,Paid Search,130124.28,2315,597,1288,10313,597,8978,3639,57019.88,68980.84,73104.4,90819.38,3134,130919.71,121422.96,130124.28,5583,5277,25,331,11895.44,217.96,2.49,3.47,24671.11,4577.54,130124.28,104116.06,6390.94,14683.38,24618.53,47336.72,72938.66
2025-12-17,East,In-Store,Electronics,Paid Search,41338.57,3932,1084,2845,15841,1084,9930,2821,10976.41,18250.22,30362.16,27781.85,3499,42559.87,42106.83,41338.57,2908,2848,255,315,3156.24,38.14,2.42,2.05,3356.15,1854.71,41338.57,37023.58,55199.55,4159.45,4315.45,57317.37,72009.0
2025-12-30,East,In-Store,Sports,Direct,137858.71,2870,464,607,6800,464,4089,1680,48972.14,92759.27,88886.57,118283.74,928,139755.99,137830.15,137858.71,4466,4669,383,180,13533.53,297.11,6.53,4.43,28214.66,7266.25,137858.71,88156.01,42718.13,14564.31,2476.73,68675.52,95244.29
2026-01-01,Central,In-Store,Beauty,Social,57606.27,4342,114,244,1864,114,1267,270,31107.47,41009.76,26498.8,35281.99,389,58104.44,57173.77,57606.27,2127,2349,252,30,4433.89,505.32,6.87,1.49,6328.88,4162.75,57606.27,41666.01,50876.05,998.04,5167.53,62480.77,67626.22
2026-02-12,Central,In-Store,Apparel,Email,113422.32,1736,707,1825,23093,707,21027,2883,56736.04,52141.76,56686.28,65455.78,3875,114491.56,113189.93,113422.32,4273,4620,456,109,10343.92,160.43,6.29,2.33,28246.25,5539.93,113422.32,103691.57,14306.75,19725.41,18609.12,30707.91,72278.01
2026-02-18,Central,In-Store,Electronics,Email,174895.92,1940,1346,3721,47248,1346,28710,10337,67890.45,127552.35,107005.47,102760.05,5297,176509.48,164995.32,174895.92,3665,3852,243,56,11275.81,129.94,2.5,3.22,9600.54,6317.06,174895.92,114690.7,10495.24,10996.58,11063.09,21174.5,63382.93
2026-03-02,East,In-Store,Apparel,Paid Search,86981.18,5277,1897,6029,27977,1897,27520,6996,24645.87,61061.08,62335.31,66387.57,14446,87396.78,83636.71,86981.18,2572,2202,23,393,1936.35,45.85,5.9,4.47,39423.68,7966.51,86981.18,54330.88,27939.93,5200.58,18467.46,15500.88,71524.24
2026-03-08,East,In-Store,Electronics,Paid Search,108736.51,3498,2034,4220,38953,2034,33844,7621,47862.74,54173.93,60873.77,54367.89,5521,109380.44,105375.97,108736.51,3761,3828,326,259,5549.47,53.46,1.56,2.72,31918.36,7287.42,108736.51,82087.87,40344.5,11778.75,16603.45,54843.67,85037.07
2026-03-10,East,In-Store,Beauty,Email,149479.92,5912,872,2385,13258,872,6999,3321,51720.76,99434.01,97759.16,86256.2,3792,152213.28,146989.42,149479.92,3266,3361,185,90,4090.7,171.42,4.08,1.69,6991.58,1684.57,149479.92,106726.94,33405.65,9475.5,15690.28,33848.37,84448.29
2026-03-11,East,In-Store,Home,Social,71776.07,3987,1334,2402,32350,1334,27404,7599,27101.88,42833.88,44674.19,50647.08,5262,72646.17,72464.15,71776.07,4896,5165,350,81,14662.31,53.81,6.49,1.08,13498.97,5782.54,71776.07,61069.62,21213.83,7469.5,9402.45,57037.04,53279.9
2026-03-27,East,In-Store,Electronics,Email,161533.82,2650,585,1535,10606,585,8520,1715,47284.59,86862.41,114249.23,121329.89,3112,164056.75,157812.63,161533.82,8321,8346,341,316,7859.98,276.13,5.79,2.2,6423.43,1436.48,161533.82,122608.79,8872.15,19579.86,22941.64,29165.39,87792.62
2026-03-28,East,In-Store,Beauty,Email,115826.51,2424,1824,4247,25132,1824,20479,8503,55311.54,59339.86,60514.97,53400.84,10604,117922.91,114140.39,115826.51,4970,4763,143,350,8176.18,63.5,6.06,2.73,1776.49,924.89,115826.51,100708.94,51327.87,14648.85,22808.82,47696.46,104805.79
2026-04-10,Central,In-Store,Sports,Organic Search,164841.13,4125,1694,4556,28911,1694,16465,4066,78968.26,90082.31,85872.87,111726.74,7861,166705.81,159910.42,164841.13,6024,5923,73,174,9076.92,97.31,5.46,2.22,36398.63,7942.16,164841.13,143377.98,43439.59,10551.0,2957.55,66700.35,90466.16
2026-04-27,Central,In-Store,Apparel,Organic Search,40172.27,3041,1396,3752,41469,1396,26407,14547,13619.04,24350.06,26553.23,34850.48,5566,40474.71,38353.05,40172.27,3972,4250,291,13,10340.37,28.78,7.79,2.01,10828.19,6157.23,40172.27,24986.11,23932.28,14658.28,16256.44,58697.62,65302.14
2026-05-01,Central,In-Store,Sports,Paid Search,56486.31,5838,1609,4497,22395,1609,13923,8759,15191.29,35221.42,41295.02,46812.05,6620,57039.09,53541.17,56486.31,4560,4651,344,253,12121.88,35.11,5.11,3.31,6793.72,2982.96,56486.31,36405.23,22700.8,12653.63,24336.12,22193.46,73734.17
2026-05-25,Central,In-Store,Home,Paid Search,130570.82,4461,1395,2133,29207,1395,20797,3947,60953.43,71256.49,69617.39,69451.82,4218,133052.1,125998.98,130570.82,7304,7474,434,264,6562.48,93.6,4.05,3.87,25001.12,7493.63,130570.82,93944.37,19009.91,1441.0,4861.87,31346.85,46148.33
2026-05-30,East,In-Store,Beauty,Direct,173232.67,5347,1079,2649,45181,1079,37402,4814,73017.04,100433.42,100215.63,81815.57,4681,175547.03,167459.76,173232.67,5582,5544,150,188,4585.52,160.55,3.88,4.99,8890.12,4088.98,173232.67,155697.44,40475.49,11982.1,20633.27,60445.96,97635.53
2026-06-02,Central,In-Store,Beauty,Paid Search,16315.25,2868,718,2066,20802,718,15921,4371,7912.04,10298.23,8403.21,9780.96,4386,16664.44,15547.37,16315.25,6964,7339,406,31,2405.5,22.72,3.95,1.0,18573.87,3955.8,16315.25,13658.05,26725.93,10829.38,11289.66,40553.15,51779.26
2026-06-08,Central,In-Store,Sports,Direct,146664.5,3785,1084,1707,50812,1084,35062,10083,59054.54,95249.38,87609.96,120851.06,2946,150853.68,142410.01,146664.5,4110,4099,74,85,8992.69,135.3,6.99,1.88,25755.65,7671.33,146664.5,95865.84,10422.85,10844.19,10348.84,54036.46,67871.2
2026-06-21,East,In-Store,Sports,Organic Search,50318.46,4097,1823,3128,25489,1823,11035,4844,27132.89,23572.17,23185.57,23339.18,5297,50549.48,47880.23,50318.46,5375,5152,58,281,6411.1,27.6,4.74,3.95,5698.75,3551.53,50318.46,35213.08,15162.69,1861.53,5160.77,40547.17,29186.74
2026-06-22,Central,In-Store,Home,Organic Search,175637.92,2279,1447,2558,52764,1447,39353,14492,48063.61,74565.21,127574.31,133849.79,5599,179615.28,178364.77,175637.92,2652,2713,435,374,8910.64,121.38,5.25,3.76,10123.32,2729.05,175637.92,123673.88,54242.92,15046.04,2936.96,64967.98,112380.86
2026-06-24,Central,In-Store,Beauty,Organic Search,158512.51,5784,848,1810,24741,848,16275,7025,58099.96,128793.43,100412.55,103843.15,2492,163142.92,155462.71,158512.51,6737,6757,167,147,4861.91,186.93,7.06,1.5,14947.61,3651.68,158512.51,122718.33,58779.87,8110.9,6396.79,23682.05,104440.5
2026-07-05,Central,In-Store,Sports,Social,164405.27,4732,633,766,20560,633,19027,6983,52962.31,69934.56,111442.96,165675.84,1460,164771.1,158694.38,164405.27,2684,2599,193,278,8757.15,259.72,3.19,2.33,3367.11,1521.35,164405.27,123255.0,51763.48,4106.01,20466.01,21671.48,126038.25
2026-08-01,Central,In-Store,Electronics,Paid Search,154350.06,1809,218,675,3544,218,1906,1249,58644.57,117243.45,95705.49,131442.0,1030,158837.32,154369.17,154350.06,4442,4593,471,320,6059.23,708.03,6.28,3.05,21350.62,5221.37,154350.06,107928.98,29852.5,10913.85,12531.37,58236.08,92730.32
2026-08-06,Central,In-Store,Sports,Social,70918.33,4524,2085,4565,26946,2085,26130,7210,18062.17,39729.92,52856.16,62910.18,9514,72673.27,68162.92,70918.33,3590,3435,176,331,9912.93,34.01,7.21,4.58,12015.32,6682.46,70918.33,63212.27,55263.42,11980.02,5790.74,20347.16,91907.23
2026-08-15,Central,In-Store,Home,Direct,53885.86,4023,580,1233,9884,580,8324,3605,17009.6,43330.75,36876.26,38051.66,2989,54809.0,51568.86,53885.86,4079,4129,315,265,9751.37,92.91,6.21,1.72,18483.74,3851.2,53885.86,48562.74,29133.78,3735.89,6009.6,12332.71,50294.77
2026-08-31,Central,In-Store,Electronics,Email,110421.52,5702,1917,5735,25959,1917,11684,6057,28347.85,90340.28,82073.67,98728.03,11263,111381.41,108365.08,110421.52,2250,2641,437,46,14601.86,57.6,7.53,4.58,5709.0,2780.86,110421.52,95541.27,29821.02,17603.55,10189.17,39815.01,87232.15
2026-09-03,Central,In-Store,Home,Social,26405.53,4400,1965,4559,27467,1965,21841,8030,8040.95,19011.96,18364.58,27690.37,10960,26961.64,25415.21,26405.53,6995,7001,212,206,8881.78,13.44,6.18,4.74,9532.31,3719.81,26405.53,20572.42,13342.92,8878.93,5517.83,28957.11,36046.79
2026-09-05,East,In-Store,Electronics,Organic Search,69532.5,3533,748,2391,10333,748,8564,1367,21833.42,52834.77,47699.08,72290.53,3931,71578.87,66103.32,69532.5,4084,3974,184,294,8399.09,92.96,4.1,4.12,29568.02,5752.49,69532.5,50488.29,57588.15,15009.53,13398.62,24255.33,107683.46
2026-09-06,Central,In-Store,Beauty,Email,158163.21,1758,1264,2116,18792,1264,12211,6643,61844.01,121812.21,96319.2,146141.32,5101,158473.21,152334.43,158163.21,7735,7573,152,314,8766.24,125.13,6.39,3.52,24499.73,4600.28,158163.21,135280.16,52646.43,9234.5,14676.52,14007.68,120399.85
2026-09-19,East,In-Store,Home,Paid Search,151042.35,3168,1007,2360,33832,1007,18312,9148,42437.01,134109.44,108605.34,172494.0,4855,153307.85,145849.7,151042.35,8692,8492,100,300,4336.22,149.99,2.62,4.47,32301.45,7431.15,151042.35,120073.54,16665.01,2914.11,3029.99,15252.32,74357.31
2026-09-23,Central,In-Store,Home,Direct,81942.2,3094,908,1559,31916,908,22997,8624,35771.79,39303.81,46170.41,59354.21,3461,83240.05,80176.39,81942.2,6571,6599,304,276,13619.03,90.24,5.18,2.89,32978.07,7962.55,81942.2,63083.47,38790.09,7281.69,10532.9,44664.44,74410.94
2026-09-30,East,In-Store,Sports,Email,172526.58,3785,553,1088,8645,553,8434,2921,69769.94,81195.38,102756.64,121181.72,2443,176723.82,163754.31,172526.58,8312,8657,391,46,1979.54,311.98,3.66,1.61,26224.55,6310.12,172526.58,127867.83,42653.13,1374.41,22525.24,21226.82,102907.3
2026-10-08,East,In-Store,Apparel,Organic Search,92413.56,4716,1624,4374,22940,1624,13775,2349,27558.1,53042.56,64855.46,52457.91,8053,95145.4,89917.0,92413.56,3065,3335,480,210,3979.21,56.9,2.19,3.15,3276.83,1878.28,92413.56,61489.17,57086.37,14049.13,5437.39,56935.16,92310.26
2026-10-16,Central,In-Store,Electronics,Direct,45525.2,5849,199,329,2821,199,2384,977,12294.73,27021.47,33230.47,30896.42,637,46619.8,43647.41,45525.2,2970,2945,234,259,1688.89,228.77,1.86,2.62,38358.49,7135.99,45525.2,33970.42,58334.19,7865.12,23943.07,62374.8,99411.31
2026-11-01,East,In-Store,Apparel,Direct,64751.11,4303,1192,1353,15684,1192,7132,4960,27695.83,32748.52,37055.28,39161.22,2585,65446.06,61178.26,64751.11,5908,6329,431,10,12451.25,54.32,1.62,1.67,32595.57,7822.96,64751.11,40462.47,52678.25,9922.61,5126.97,49021.21,79476.2
2026-11-11,East,In-Store,Electronics,Email,40764.92,3003,1748,2501,29014,1748,13968,10369,12574.79,25631.34,28190.13,26681.66,4323,41567.2,38304.06,40764.92,3900,4019,359,240,11141.78,23.32,4.2,3.97,22978.7,5560.98,40764.92,35608.19,34714.98,560.41,14699.89,63899.6,57979.78
2026-11-16,Central,In-Store,Home,Organic Search,69878.85,4664,1011,2251,13438,1011,6617,4075,30654.22,39812.72,39224.63,58749.39,2888,70204.94,67951.63,69878.85,8575,8532,319,362,6133.77,69.12,4.06,3.14,30154.77,5844.59,69878.85,59651.9,13108.81,4948.11,7729.39,19632.84,43411.13
2026-11-17,Central,In-Store,Electronics,Organic Search,22540.25,2564,273,368,5750,273,4071,981,7979.17,16774.0,14561.08,16493.96,880,22955.57,22348.83,22540.25,2605,2822,252,35,13149.88,82.57,4.65,3.77,33914.93,6484.53,22540.25,18243.91,24388.7,11755.14,16246.81,23612.79,57338.84
2026-11-18,East,In-Store,Sports,Email,92966.58,2396,787,1155,10589,787,10241,3436,30207.82,63103.68,62758.76,59334.03,1418,95357.18,88870.25,92966.58,2925,3037,212,100,6587.94,118.13,3.58,4.24,20148.44,4933.27,92966.58,83437.42,15579.67,3905.97,18926.63,50926.08,56212.48
